epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,956.064,0.65177,0.48412,1.13199,0.84649,0.63731,0.72761,0.53311,1.32958,0.88076,1.91271,0.00098761,0.00098761,0.00098761
158,961.687,0.63871,0.48124,1.13407,0.95019,0.75452,0.86864,0.63658,1.15756,0.79314,1.68823,0.000984781,0.000984781,0.000984781
159,967.338,0.62505,0.46812,1.12123,0.82898,0.79686,0.8755,0.65122,1.22285,0.78552,1.7823,0.000981952,0.000981952,0.000981952
160,972.871,0.61988,0.46395,1.12355,0.87138,0.78219,0.86323,0.64662,1.20711,0.74668,1.78812,0.000979122,0.000979122,0.000979122
161,978.5,0.62695,0.46251,1.12745,0.85788,0.78762,0.85612,0.65751,1.1071,0.76746,1.60661,0.000976293,0.000976293,0.000976293
162,984.14,0.60571,0.46671,1.10223,0.92714,0.74509,0.88344,0.65509,1.1868,0.85212,1.68739,0.000973463,0.000973463,0.000973463
163,989.788,0.6223,0.46361,1.11788,0.89773,0.75615,0.85213,0.63512,1.31271,0.73708,1.82182,0.000970634,0.000970634,0.000970634
164,995.391,0.6302,0.45665,1.11669,0.95282,0.76478,0.84886,0.62331,1.20359,0.77265,1.69423,0.000967805,0.000967805,0.000967805
165,1001.05,0.60445,0.45895,1.10813,0.8872,0.73718,0.85865,0.61999,1.18676,0.76538,1.69704,0.000964975,0.000964975,0.000964975
166,1006.61,0.62,0.45116,1.11361,0.79819,0.84533,0.87501,0.64053,1.1596,0.65727,1.66652,0.000962146,0.000962146,0.000962146
167,1012.19,0.62315,0.45688,1.12245,0.7731,0.85648,0.83439,0.62218,1.15919,0.75758,1.73968,0.000959316,0.000959316,0.000959316
168,1017.7,0.63561,0.47101,1.12101,0.75792,0.76413,0.77845,0.5968,1.09396,0.95169,1.61242,0.000956487,0.000956487,0.000956487
169,1023.18,0.63653,0.46281,1.11685,0.79679,0.68289,0.78995,0.57346,1.23629,0.90876,1.6788,0.000953657,0.000953657,0.000953657
170,1028.61,0.62284,0.45967,1.12337,0.85137,0.79902,0.85483,0.62483,1.19063,0.74249,1.68975,0.000950828,0.000950828,0.000950828
171,1034.3,0.59981,0.45978,1.09755,0.88605,0.77686,0.88769,0.64235,1.16908,0.67511,1.63701,0.000947999,0.000947999,0.000947999
172,1039.79,0.59849,0.44303,1.09615,0.83109,0.80331,0.83646,0.60541,1.2275,0.76473,1.68348,0.000945169,0.000945169,0.000945169
173,1045.26,0.6038,0.44276,1.09185,0.87829,0.85561,0.84071,0.6299,1.18434,0.77167,1.68143,0.00094234,0.00094234,0.00094234
174,1050.69,0.61365,0.44398,1.10154,0.81015,0.82813,0.80719,0.57138,1.20515,0.79096,1.70149,0.00093951,0.00093951,0.00093951
175,1056.16,0.60739,0.44526,1.09787,0.80205,0.72767,0.7774,0.55307,1.25938,0.8484,1.77217,0.000936681,0.000936681,0.000936681
176,1061.6,0.59446,0.468,1.10801,0.86043,0.78215,0.82665,0.59795,1.1902,0.82798,1.70277,0.000933851,0.000933851,0.000933851
177,1067.11,0.60496,0.44608,1.10516,0.76041,0.83714,0.84149,0.60336,1.20789,0.68735,1.73608,0.000931022,0.000931022,0.000931022
178,1072.53,0.61354,0.44025,1.09871,0.83951,0.78215,0.8987,0.64047,1.15887,0.67143,1.63659,0.000928193,0.000928193,0.000928193
179,1078.12,0.6138,0.44621,1.10506,0.92434,0.77619,0.87853,0.61948,1.17571,0.80774,1.6345,0.000925363,0.000925363,0.000925363
180,1083.8,0.6127,0.44806,1.10713,0.93685,0.74551,0.8851,0.65669,1.16834,0.85584,1.61036,0.000922534,0.000922534,0.000922534
181,1090.35,0.60608,0.44778,1.10509,0.89583,0.75613,0.88824,0.67586,1.24998,0.80873,1.75038,0.000919704,0.000919704,0.000919704
182,1095.94,0.60508,0.44137,1.09783,0.94766,0.75016,0.90335,0.67119,1.16584,0.78448,1.67217,0.000916875,0.000916875,0.000916875
